Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-08,Kambia,Masungbala,Samu,Makuku,NA,1,1,headman,Medium,their most common concern is the reopening of schools,can ebola transfer from mother to child through breast feeding?,1. burying of dead bodies,"1. no hand shaking is allowed in the community 2. no motor bikes and vehicles are allowed after 7pm of you pay a fine of le 50,000",they should be supported in order to facilitate their fight against ebola,"yes, the people are illiterate and as a result need training"
2015-01-08,Kambia,Masungbala,Nonkoh,Masimra,NA,1,1,youth leader,High,government should not pay ebola response workers,1. when is the reopening of schools? 2. when will ebola end?,1. hand shaking 2. touching the sick 3. washing dead bodies,1. strangers are not allowed in the community 2. no eating and hunting of bush meat 3. no movement of bikes and vehicles after 7pm,there daughters have become pregnant as a result of the ebole epidemic,"yes, people are still practising they normal habits"
2015-01-08,Kambia,Masungbala,Bena ,Robisson,NA,1,1,head man,High,"the chief asked them to pay the sum of le 100,000 ",1. why does hand shake lead to the spread of ebola?,1. hand shaking 2. washing dead bodies 3. community burials  4. having an uncleaned environment,1. General cleaning of the community every week is compulsory 2. hand washing is a matter of must,the attitude of the burial team is of great concern,no   
2015-01-08,Kambia,Tonko Limba,Magbonkonie,Kadalo,NA,1,1,youth leader,High,1. education have been afected 2. shortage of food stuffs 3. the local people should be trained for burials,1. when will ebola end?,1. hand shaking 2. washing dead bodies 3. making visit to other people,"1. a fine of le 50,000 for anyone accomodating strangers 2. a fine of le 30,000 for not participating in general cleaning",the use of chorine and body bags to bury people is unaccepted,"yes, they lack materials for hand washing"
2015-01-08,Kambia,Tonko Limba,Bubuya,Kafotorie,NA,1,1,youth leader,High,they are not provided with veronica buckets,1. when will ebola end in Sierra Leone?,1. denials from the community people,1. no community burials 2. no washing of dead bodies 3. strangers are not allowed 4. compulsory functioning of neighbourhood watch,the use of plastic bags for burial according to them is not good,"yes, the community people need empowerment to carry out the action plan"
2015-01-08,Kambia,Tonko Limba,Kamassasa,Kamassasa,NA,1,1,NA,Very High,government should train the community people on the burial procedures,1. why the use of chlorine on dead bodies and houses,1. public gathering 2. burying dead bodies at night 3. washing dead bodies eating of dead animals,1. strangers should be isolated or refered to where they came from 2. no hand shake is allowed 3. no public gathering is allowed ,the community people need burial team within their community,yes the community need strong financial and material support
2015-01-08,Kambia,Tonko Limba,Kathanthineh,Kasimbara,NA,1,1,student,High,concerns about the education of their children and businesses,1. why are habalists stopped from treating sick people?,1. washing dead bodies 2. body contact,1. no strangers are allowed 2. compulsory weekly cleaning ,HIV is better than ebola,no obstacles at all. The people are ready to carry out the action plan
2015-01-08,Kambia,Tonko Limba,Yebaya,Patfu,NA,1,1,town chief,High,why are they not allowed to do the burial service on their own,when will ebola end?,eating of bush meat,The sick should be referred to the hospital,the continuous use of chlorine,no
2015-01-08,Kambia,Tonko Limba,Mamankoh,Small Konta,NA,1,1,youth,High,they need to be trained and become part of the burial team,1. where did ebola come from?,1. washing of dead bodies 2. contacting of body fluids of an infected person,1. no selling of bush meats 2. no strangers are allowed 3. no native/traditional treatments 4. no public gathering,the use of plastic bags for burials,"yes, they are encountering poor road network and poor communication problem"
2015-01-08,Koinadugu,Dembelia Sikunia,Gbindi Central,Bendugu- One,NA,1,1,Youth ,High,"Frequent movement of people, lack business",When Ebola will come to an end,"Public gathering, visiting sick homes,scret burials hand shaking eating of bush meat","Public gathering, any one cought wanting he/she will be fine 500,000 or six month inpresonment","No food, no business, no school",Lack of soap for hand washing in the community
2015-01-08,Koinadugu,Dembelia Sikunia,Manna,Jallohaia,NA,1,1,community health worker,Very High,NA,One information to day about Ebola another tommorrow,"Hand shaking, washing the dead, keeping the sick  at home, secreat burial and accomodating strangers","No strangers are allowed, if any stranger is found the host wil lpay Le 100,000 and the stranger will return back ","Accomodating strangers, care for the dead and sick",Lak of support for the government
2015-01-08,Koinadugu,Dembelia Sikunia,Sinkuina -2,Masenda,NA,1,1,Youth chairman,Very High,Lack of employment facilities because of the Ebola,Ebola had no vaccine  it a man made virus ,Washing the dead and body contact,"No body contact, no public gathering, the sick should be reported to the health center",No medical treatement /vaccine of the virus,Denial of the existance of the Ebola virus is grat concern in the community
2015-01-08,Koinadugu,Dembelia Sikunia,Sinkunia-1,Messeya,NA,1,1,Youth,Medium,When will school open,When do we expect Ebola to end in Sierra Leone,Hand washing with soap and water,"Eating of bush meat is prohibited, keeping of strangers without the notice of the chief Is prohibited, All sick people should report to the hospital failing to complie with this by laws is Le 500,000",Ebola patients are not respected in any way by doctors and  nurses,Night patrols are a challanged
2015-01-08,Koinadugu,Diang,Sokuralla,Banbaferenkaya,NA,1,1,Town chief,Medium,They are concerned about the availability of soap  for regular hand washing,How are ebola victims be cared for in holding and treatment centers,Attending to sick person at homes,"Bush meat eating is prohibited,  No body is allowed to keep  strangers",Regular hand washing and visiting the health center when sick is important,Inadequate capital and lawlessness are key challenges in implementing beye- laws
2015-01-08,Koinadugu,Diang,Kongbelfeh,Fonogbolo,NA,1,1,Youth leader,Very High,"The end of ebola outbreak,freedom of movement are concerns,When will Ebola vaccin be avalible","How did Ebola Virus enter Sierra Leone,the Ebola diease will end this year",Colse contact with an inffected person,"No unsafe burial is allowed, no strangers are allowed, no accomodation of strangers, no secreat societies, no traditional healers are allowed",Government should let those that have survived to  work in the C.C.C,Bad road condition the hard to reach nearby villages is a paramount
2015-01-08,Koinadugu,Diang,Mandrerefet,Kampala,NA,1,1,Head teacher,High,The only way to eradicate ebola is by enforcing beye-laws  and the the task foce,when will Ebola end,Eating of bush meat fine at the bush,"No strangers are  allowed, no hand shaking, the sick should not be kept at home",The way the burial team is buring our people is against  our culture especially women,"Neronica bucket are lack in the community,No frequent handwashing"
2015-01-08,Koinadugu,Diang,Kondembaia,Kungbanaia,NA,1,1,Youth leader,High,Government should provide food and vaccine in all the hard to reach community that is not motorable,Will there be any livelihood support  from Governmet after the epidemic,"keeping strangers, and eating of bush meat, touching sick person,wasting death bodies","If found hand shaking Le 20,000, Host of strangers Le 20,000, and the  stranger should return  , If any is found playing with baby shit without hand washing Le 20,000",The people want to take part in the burial team,"Inadequate;  food, buckets and soap for regular hand washing"
2015-01-08,Koinadugu,Folosaba Dembelia,Dogoloya,Bangalia,NA,1,1,Chairman,High,is there any cure for ebola?,no thermometer in the community.,"Strangers, visitors and washing of dead bodies.",no over loading of bike and no community people should conduct burail.,na community garthering.,no health care facility.
2015-01-08,Koinadugu,Folosaba Dembelia,Musaia,Hogur 2,NA,1,1,Youth Leader,High,their should be strange security along Guinea border.,when will ebola  will end?,avoid attending funeral ceremory and washing of the dead.,no unsafe burial in this community .,they need train burial team at chiefdom level.,No veronica bucket for hand washing.
2015-01-08,Koinadugu,Folosaba Dembelia,Kalia,Jenkeh 2,NA,1,1,Farmer,High,No task force team ,When will Ebola end,Movement of peope through the Guinea bother,no of the sick at home,no ebola taskforce at the community.,NA
2015-01-08,Koinadugu,Folosaba Dembelia,Kamba,Malunkor,NA,1,1,Taskforce chairman,Very High,No veronica bucket for hand washing.,when school will open?,body contact with an infectd person and washing of dead bodies.,"no strangers are allow, defaulers will pay 100,000.",no financial support for the taskforce.,No veronica bucket for hand washing.
2015-01-08,Koinadugu,Kasunko,Kasuko,Kamagbama,NA,0,1,student,Very High,NA,when ebola will end.,direct contact with the person sick of ebola.,No public gethering and no eating of bush meat.,They need some water wells in the community.,"yes, they need some preventive equipment ."
2015-01-08,Koinadugu,Kasunko,Fadugu Madingo,Sangbanba,NA,0,1,CHW,High,How to foster unity in the community to eradicate ebola and also they need hand washing facility.,when will Ebola come to an end?,Direct contact with sick people and washing of dead bodies.,NA,They said in their community no one is above the law.,NA
