Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-06-18,Bo,Badjia,Fallay,Baawa,1,Because it is the way of preventing ebola,NA,Maintatining the bye-laws to end ebola,When the state of emergancy will end?,NA
2015-06-18,Bo,Badjia,Fallay,Kaindu,1,Because it is the way of preventing ebola,NA,"Community members are well educated about the ebola virus,so they apply safty method to prevent them from ebola",Government to help the community with termumcal machine for body checkup,NA
2015-06-19,Bo,Badjia,Fallay,Komendeh,1,It help not to spread the virous,NA,Place are going for body temperature checkup,When ebola will end?,NA
2015-06-19,Bo,Badjia,Fallay,Moybuawa,1,It help not to spread the virous,NA,The community members are taking sick people to the hospital,"Government should conduct burial team at chiefdom level,for quick burial",NA
2015-08-06,Bo,Bumpe Ngao,Taninahun,Mbawomhun,NA,NA,NA,The community people have deviated from the habit of hiding sick people,What support has government planed to provide to those children whose parents died fo Ebola and the Ebola survivors?,NA
2015-08-06,Bo,Bumpe Ngao,Taninahun,Kpetehbma 1,NA,NA,NA,The people have just completed there monthly community cleaning exercise which will enhance them a healthy environment.,When will the government give the food supply which he promised the schools after reopeuing during Ebola?,NA
2015-08-07,Bo,Bumpe Ngao,Taninahun,Nagbena,NA,NA,NA,They has a community health committee which ensures that the community members access health center when sick,The government should continue to work very hard to ensure that the E V D is contained in the northern regoin to enjoy our normal life in the entire country,NA
2015-08-07,Bo,Bumpe Ngao,Taninahun,Kamalu,NA,NA,NA,The community have started monthly community cleaning activities,Why is it diddicult for Ebola to end os sierra leone?,NA
2015-08-08,Bo,Bumpe Ngao,Taninahun,Pelewahun,1,Family members were allowed to witness the burial,NA,The community have decided to get a community health commottee,"We are now satisfy with the burial team because,they now respond on time for burial and also observe the safe and dignifed medical burial procedures.",NA
2015-08-08,Bo,Bumpe Ngao,Taninahun,Maka,NA,NA,NA,Members of the communiity does not hide sick person any longer,"Even though Ebola has been reduced in the country,we should not forget to continue talking our precautions.",NA
2015-08-07,Bo,Bampeh Ngoa,Kpefema,Komama,NA,NA,NA,NA,The community people are apealing to the government to ristroct the burial team only to the dead confirmed by Ebola.,NA
2015-08-07,Bo,Bampeh Ngoa,Kpefema,Foama,NA,NA,NA,The community people speak out agnest nagative comment and nagative behaviour of Ebola,"Since other activities are back to normal let the government stop the suspension of the trade prise,because most of the community people earn income from the fires,or else things will become more tough and harder interms of standard of living",NA
2015-08-08,Bo,Bampeh Ngoa,Kpefema,Komendeh,NA,NA,NA,The community people aware that the outbreak is not yet over and that they need more action to act agnest the Ebola,The community people apreciate the facilities provided to their school going children,NA
2015-08-08,Bo,Bampeh Ngoa,Kpefema,Konga,NA,NA,NA,People do belive now that medical care (Early treatment)can stop Ebola,The community people hope that Ebola will no more rise and everything will go back to normal by Gods power through our prayer and continous fight agnest Ebola,NA
2015-08-14,Bo,Niawa Lenga,Upper  Niawa,Meima/Kolihun,1,Because the burial team donâ€™t reject the shroud and they are always given the chance to offer prayer,NA,"The fear in the burial team has drastically reduced,a general cleaning is done at the end of every two weeks",The operation of the burial team should stop in Districts that aare free of Ebola,NA
2015-08-15,Bo,Niawa Lenga,Lower Niawa,Blama/Luawa,1,Because the burial team donâ€™t reject the shroud and they are always given the chance to offer prayer,NA,"A hand washing center has been created,people now go for early treatment at health centers when they are sick",Ebola and H I V which one is more dangerous?,NA
2015-08-16,Bo,Niawa Lenga,Lower Niawa,Ngeihun/Nyandeyma,1,We are allowed to follow there to the cemetery and we are not allowed to observe our traditions,NA,People now go for early treatment when they are sick and all houses now have veronical buckets for hand washing,Government should train more medical personnels,NA
2015-08-05,Bo,Bargbo,Mano,Manoyorgbo,NA,NA,NA,"Even though their district had gone one over 200 days with no new case,the community people belived that ebola is still in the country since other district are still producing cases",The community want to know wether the statement means that the ebola has fainally come to an end-H E statement.,NA
2015-08-05,Bo,Bargbo,Mano,Mondokor,1,They allowed them to pray on the dead body and also witness the burial at the cementary,NA,Frequantly hands washing is still mainted by the communities people as personal hygine is also in partant in the fight agnest E V D.,Here the people want to know why the emergency is still centred around burial ie only burial team should be buried not community,NA
2015-08-06,Bo,Bargbo,Mano,Dandabu,NA,NA,NA,Community is still monuting their check point even though there is no new case,Here the people want to know when this whole issuer of ebola come to an end.,NA
2015-08-06,Bo,Bargbo,Mano,Tokeombu 1,NA,NA,NA,regular hand washing,NA,NA
2015-08-07,Bo,Bargbo,Mano,Lambokor,NA,NA,NA,This community have never registered or get any cases since the out break of the disease,The community want to know when the whole laws about ebola will be lifted in this country.,NA
2015-08-07,Bo,Bargbo,Mano,Madv 2,NA,NA,NA,There has been no serious sick person in this community for the past two(2)month again,They are saying that ebola is still in the country since other districts are still producing new cases.They as community will still maintain some of their laws untill W H O decleare their country free from ebola.,NA
2015-07-15,Bo,Badjia,Kpallay,Kugbahun/Faala,1,Is The Best Way For Them Not To Get Ebola/We Are Not Satisfied With Burial Team In Our Community,NA,"Since Your Last Visit We Have No Sick Person In Our Community,This Is Our Biggest Change/Our Biggest Change Since Your Last Visit No One Have Dead In Our Community",In Case Someone Dead At Night Then We Call Burial Team And They Fail To Come What Will We Do/If Ebola End In Sierra Leone What Will We Do With The Bush Animal Or Bush Meat,NA
2015-07-16,Bo,Badjia,Kpallay,Njadama1/Njadama2,1,Ewe Donâ€™t Like Burial Team Because They Buried Our People With Bag/We Are Not Satisfied With The Burial Team In Our Country Because It Is Not The Way We Use To Buried,NA,Since Your Last Visit Our Biggest Change Is That We Have Freedom Of movement From One Place To Another/We Only Have Freedom Of Movement From One Place To Another,"When Will Ebola End In Sierra Leone/If Someone Get Sick In The Community Were There Is No Health Center What Will We Do,We Are Told Not To Touch Sick Person",NA
2015-07-17,Bo,Jaiama,Lower Nyama,Meyama,1,Because For Tiggoing The Community Say They Should Not Touch Dead Body,NA,By Now The Community Pewople Will Pray On The Dead Body BeforeThe Burial Team ,No Movement From One Place To Another,NA
2015-07-17,Bo,Jaiama,Lower Nyama,Sogorma,1,Community Says You Will Not Visit The Burial House,NA,"Community People,The Burial Team Now Allow Them To Give Sherting To The Dead Body Before It Is Burial","Lack Of Food Storage,There Is No Ceremonies",NA
2015-07-18,Bo,Jaiama,Lower Nyama,Baaka ,1,Because By Tiggring The Community Say You Will Not Touch Dead Body,NA,"By Now,The Burial Team Will Allow People To Perform Ceremonies For The Dead Body",No Communication,NA
187/2015,Bo,Jaiama,Lower Nyama,Negbeyama,1,The Community Say You Should Not Visit The Burial Home,NA,The Community Will Visit And Follow The Burial Team To The Grave Side Before Burial ,"No Kepping Of Stranger,They Shoyuld Not Gathering",NA
2015-07-15,Bo,Jaima Borgor,Upper Kama,Gbordie,1,We Give Them Cloth For Our People Who Die In Our Community,NA,They Are Still Monitoring The Bye-Laws In There Community,After Ebola We Are Allowed To Eat Our Bush Meat,NA
2015-07-15,Bo,Jaima Borgor,Upper Kama,Ndonbu,1,They Allow Us To Pray On The Body,NA,Transfer Of Sick Person From The Community To The Health Center,When Ebola Is Going To Come To An End,NA
2015-07-16,Bo,Jaima Borgor,Upper Kama,Mile30,1,And They Ask Us About The Person,NA,No Body Should Buried Unless The Burial Team,After Ebola Will The Government Gives Some Things To The Survivors,NA
2015-07-16,Bo,Jaima Borgor,Upper Kama,Mende Kellema 1,1,We Also Go With Them At The Camentary,NA,No Harboring Of Sick People,NA,NA
2015-07-15,Bo,Begbwe,Nyalley,Kpetewoma,1,It Help The Community And The Country As Well From Getting Ebola,NA,This Community Always Called Burial Team When Ever Burial Occur,Want The Government To Please Help Or Assist Under Age Pregnant Girls And Those Whom Have Become Drop-Out From School,NA
2015-07-15,Bo,Begbwe,Nyalley,Blama,1,But We Want The Government To Train Us As Cheifdom Level,NA,This Community Is Involved In Frequent Hand Washing,This Community Needs The Ebola Virus To End In Sierra Leone Now,NA
2015-07-16,Bo,Begbwe,Nyalley,Gibina,1,They Always Want More To Be Dekay Before Coming,NA,They Are Always Willing To Clean Their Environment,Is There Any Condition Or Benefit For The Group Form In The Community,NA
2015-07-16,Bo,Begbwe,Nyalley,Ngalu Gobatown,1,Because They Are The Best For The Job,NA,This Community Always Isolate Sick People And Report To The Nearest Health Center,Out Of This Bye-Laws Is There Any Other Way To Fight Ebola In This Country,NA
NA,Bo,Bagbwe,Kemoh,Benduma,1,"Because Of Ebola,Accept The Burial Team To Do Burial Untill The Disease End Up",NA,The House To House Check Mainly For Sick People Every Day,As They Want The Government To Train People As Burial Team At Chiefdom Level As This Will Reduce The Decompose Of Dead Bodies,NA
NA,Bo,Bagbwe,Kemoh,Kpetema ,1,Because The Burial Team Have The Best Protection Against The Virus,NA,As The Whole Community Has Come Together For The Cleaning Of Their Environment Every Weekend,When The Lumas All Over The Nation Will Re-Open,NA
NA,Bo,Bagbwe,Kemoh,Lowoma,1,"Width Burial Team,The CommunityIs Always Safe From The Virus",NA,The Community Is No More Afraid Of Medical Attention,NA,NA
NA,Bo,Bagbwe,Kemoh,Niahun,1,"Without The Burial Team In This Nation,The Virus Will Not Easily Wipe Off",NA,As No Harbalist Is Allowed In Their Community As They Are Not Afraid To Touch Any Sick,NA,NA
2015-07-15,Bo,Badjia,Falay,Pelewahun,1,We Were Allowed To Pray On The Body,NA,These Had Been No Seriously Sick Person As It Is Was Before,When Will Government Lift The Band,NA
2015-07-15,Bo,Badjia,Falay,Pujehun,1,They Now Dress The Body,NA,Community Members Have Become More Law Abiding,What Will Be The Next Thing After Ebola,NA
2015-07-16,Bo,Badjia,Falay,Pendebu,1,The Burial Team Do Give Respect To The Dead,NA,The Different People Use To See In This Community Have Reduce.That Has Made Stilling Have Reduce ,Humanitarian Organization Should Pay More Attention To The Nothern Part Of The Country,NA
