Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-12-13,Bombali,Sanda Tendaren,Rogboreh,Mabala,NA ,1 ,1 ,Ordinary citizen ,High ,Visit health center if feeling unwell ,Should a person is bitten by snake now that no one is allowed to touch a sock person what would the community people do ,Body contact. Burial visit. ,No stranger is allowed. No one should keep stranger. Avoid community gathering. ,Early treatment for sick people in health center ,Fear of embarrassment 
2014-12-13,Kailahun,Dea,Ngieya,Boakema,NA ,1 ,1 ,Youth ,Very High ,How do we travel with sick persons when the medical personnel fail to come for them ,Are we allowed to eat other meat besides monkeys baboon bats ,Touching the sick and dead bodies ,Avior unsafe burial practices ,NA ,NA 
2014-12-13,Kailahun,Dea,Seing,Takpoima ,NA ,1 ,1 ,NA ,Very High ,They don't believe anyone now due to Ebola ,Why are Doctors also dying of Ebola ,Visiting quarantined homes ,No unnecessary movement ,NA ,NA 
2014-12-13,Kailahun,Dea,Baiwala ,Baiwala,4 weeks or more ,1 ,0 ,NA ,Very High ,Many of the school children have been impregnated ,What the government is doing another to stop Ebola ,Through body contact. Touching someone who have died of Ebola ,They call the burial team when person dies. ,The government should help Ebola Survivors ,Members of the committee are expecting salary from Restless Development 
2014-12-13,Kailahun,Dea,Seikama,Jembeh ,2-3 weeks ,1 ,1 ,Youth Leader ,Very High ,Why the Government has closed all the schools in this Country because of Ebola ,Ebola has cut down the relationship between our families. ,When you get in contact with Ebola patient Touching the vomit of an Ebola Patient. ,"Strangers are not allowed if is their any Hersh will pay Le 300,000 ",The Government has closed all the public market places because of Ebola. ,The Road Accepting the burial team to burr the death. 
2014-12-13,Kailahun,Jawei,Mano,Nyaouoihun,NA ,1 ,1 ,Youth Leader ,Very High ,Who really brought Ebola in our country ,What is Ebola and how can it transfer ,Touching infected persons ,Those who leave the community for more than two days will be isolated for 21 days ,Freedom of movement is restricted and teenage pregnancy is on the increase ,Frequent visitation and sensitization to this community 
2014-12-13,Kailahun,Jawei,Bobor,Semabu,NA ,1 ,1 ,Youth Leader ,Very High ,Ebola has stopped all activities ,when will Ebola come to an end ,Visiting funeral homes Eating bush meat. Visiting quarantined homes ,Avoid visiting quarantined homes. No body contact. No public gartering ,Let the Government open schools and make policies concerning Ebola ,They are always ready to observe all rules and regulations in order to kick out Ebola 
2014-12-13,Kailahun,Jawei,Mano,Tanpoima ,NA ,1 ,1 ,Chairman ,Low ,We know nothing about Ebola its signs symptoms and preventive measures ,When did Ebola enter Sierra Leone ,Interacting with the sick people ,No body should go out of the community ,Freedom of movement is restricted and teenage pregnancy is on the increase ,Training and logistics for the community Champions to carry out Action plans 
2014-12-13,Kailahun,Kissi Kama,Kama Toh, Kuyoh,NA ,1 ,1 ,Active youth ,Very High ,Schools are no more in session because of Ebola out break ,When will Ebola end ,NA ,strangers are not allow in their community for staying ,During the 3 days stay at homes they did not receive CIAO supply ,The high rate of transportation to reach out the other communities 
2014-12-13,Kailahun,Kissi Kama,Ndakalele,Keledu,NA ,1 ,1 ,Active youth ,Very High ,Ebola has made them not to burr their love ones when they die even not by Ebola ,Are the community champion going to be paid ,Eating bush animals like bats monkeys ,Funerals are not allow in their community ,The schooling for the children has come to backwardness ,There are many gates in their community during this Ebola 
2014-12-13,Kailahun,Kissi Kama,Kama Teng,Siabu,NA ,1 ,1 ,Active youth ,Very High ,The normal activities have toped due to Ebola out break ,When this out break shall be ended ,Accepting strangers whom ones do not know hisser status ,Strangers are not allow without the notification and declaration from the authority ,The fight against Ebola is every one's efforts ,There are many gates in their community during this Ebola 
2014-12-13,Kailahun,Kissi Teng,Toli,Kaiyah,NA ,1 ,1 ,Youth leader ,Very High ,Their freedom of movement is slow ,When will they go back to their normal life ,Body touching ,Strangers are not allow in their community for staying ,The champions are expecting certificate at the end ,They are lack of buckets and soap for hand washing 
2014-12-13,Kailahun,Kissi Teng,Bumassadu,Konine,NA ,1 ,1 ,Community secretary ,Very High ,The normal activities have toped due to Ebola out break ,When will this out break shall be ended ,Touching infected person ,"Any one who lodged stranger with out the acceptance of the authority will pay a fine of Le 500,000 and must be quarantine for 21 days ",Food struggle in the community at this moment ,They need soap and veronica buckets for hand washing 
2014-12-13,Kailahun,Kissi Teng,Lela,Kpeyaa,NA ,1 ,1 ,NA ,Very High ,They were not supplied with food during the 3 days stay at home ,When will they go back to their normal life ,By body contact with out the using of PEP ,Continues with hand washing strangers are not allow in the community ,Their freedom of movement is highly restricted ,They need veronica bucket and to help carry out the action plans 
2014-12-13,Kailahun,Kissi Tongi,Bendebengu,Bonbodu,NA ,1 ,1 ,Active youth ,Very High ,They do not have toilet in their community ,Is Restless going to supply the champions with credit ,Touching suspected Ebola tradespersons body ,Visitors are not allow to stay in their community ,Their village is no considered in any of the developmental activity ,They are in need of support from the government 
2014-12-13,Kailahun,Kissi Tongi,Tongitingi,Kpangadu,NA ,1 ,1 ,Women's leader ,Very High ,Cultural Social Educational activities have all closed down caused by Ebola ,When Willabella end and schools be re-opened ,Touching of sidekick body ,No touching of sidekick body without the advise from the medical team ,They are asking for phone encase of any case ,There is no cell phone in their community 
2014-12-13,Kailahun,Kissi Tongi,Koino,Makor,NA ,1 ,0 ,NA ,Very High ,They are tired of Ebola ,When will Ebola end ,Touching an infected person ,Strangers are not allow in their communicability suspected cases should be reported to health center ,Their children are languishing not attending school ,Their freedom of movement is highly restricted 
2014-12-13,Kailahun,Kissi Tongi,Tongitigi,Sungah,NA ,1 ,1 ,Community member ,Very High ,All schoolmistress social and cultural rite have been restricted ,Are they no more going back to their normal life ,Body touching ,No attending to market ,The washing of hands is their daily activities ,They are asking for chorines for effective hand washing 
2014-12-13,Kailahun,Luawa,Sewalu,Bodu,NA ,1 ,1 ,Youth chairman ,Very High ,Since this out break their children are just sitting without doing any thing and they have no receive any food supply ,After Ebola in the community are they allow to go back to their normal activities ,Touching dead body or sick person ,"Any one who Barbour strangers with the allowing of the chief must pay a fine of Le 100,000 and must be quarantined for 21 days ",When will the borders shall be re-opens because most of the commodities are from Gubernatorial ,There is a power struggle in their community 
2014-12-13,Kailahun,Luawa,Upper Kpombai,Gbagbama,NA ,1 ,1 ,Imam ,Very High ,Banning of all social activities schools cultural practices ,When will this Cris end ,Touching suspected Ebola tradespersons body ,Strangers are not allow to stay No community burial is allow ,Food struggle in the community at this moment ,The ability of the community members to continue to maintain the bye-laws concerning Ebola 
2014-12-13,Kailahun,Luawa,Gbela,Golahun,NA ,1 ,1 ,Active youth ,Very High ,Teenage pregnancies is at higher rate during this Ebola crisis ,When will Ebola end ,Through body touching ,Stranger is not allow in their community to stay ,Food struggle in the community at this moment ,How to get top-up for communication 
2014-12-13,Kailahun,Luawa,Lower Kpombai,Kortihun,NA ,1 ,1 ,Active youth ,Very High ,All bye-laws from the intergovernmental must be strictly observed ,When will Ebola end in this country ,Through by touching body guild ,Strangers are no allow to sleep in the community ,Shortages of food in the community ,Restriction of freedom in normal movement 
2014-12-13,Kailahun,Luawa,Luawa Foiya,Kpedema,2-3 weeks ,1 ,1 ,Women's Leader ,Very High ,Together with the Restless Development we can fight Ebola ,What distance do I need to take away from Ebola suspected cases Can Ebola be transmitted through the exchange of cups spoons etc‰Û_? ,Washing dead bodies Eating of bush meat Traveling from one place to another ,No stranger is allowed to sleep in their community ,Ebola has stopped all developments in the country no education teenage pregnancy is on the high rate. ,They are capable to carry out action plan 
2014-12-13,Kailahun,Luawa,Luawa Foiya,Kpemalu,NA ,1 ,1 ,Active youth ,Very High ,Their farming land has been used to build the CM and grave deary ,What will the government do for chm interns of farming land ,By encouraging body contact ,No body contact is allow in their community Strangers are not allow in their community ,They did not receive food supply during the 3 days stay at home ,They are asking for chorines for effective hand washing since they are very close to the CM 
2014-12-13,Kailahun,Luawa,Buima,Mendekama,NA ,1 ,1 ,Vice youth chairman ,Low ,Ebola can very fast ,When this out break shall be ended ,Body contact ,"Keeping stranger with out the approval of the authority the fine if Le 200,000 ",Ever one is urged to avid with Ebola the law ,Poor road network in the community 
2014-12-13,Kailahun,Luawa,Luawa Foiya,Subadu,NA ,1 ,1 ,Community member ,Low ,Their children languishing in the community with out going to school ,When will Ebola end ,Touching of sidekick body ,Strangers are not allow without the notification and declaration from the authority ,The food insufficiency in the community ,They need veronica bucket and to help carry out the action plans 
